Function,Occurrence_Count,Failure_Count,Success_Count,Suspiciousness_Score
org/jfree/chart/plot/dial/DialBackground:<init>:(Ljava/awt/Paint;)V,7,0.0,7.0,0.0
org/jfree/chart/plot/dial/DialBackground:equals:(Ljava/lang/Object;)Z,6,0.0,6.0,0.0
org/jfree/chart/plot/dial/DialPlot:setBackground:(Lorg/jfree/chart/plot/dial/DialLayer;)V,2,0.0,2.0,0.0
org/jfree/chart/plot/dial/DialPlot:setCap:(Lorg/jfree/chart/plot/dial/DialLayer;)V,2,0.0,2.0,0.0
org/jfree/data/gantt/TaskSeriesCollection:getSeriesKey:(I)Ljava/lang/Comparable;,1,0.0,1.0,0.0
org/jfree/data/xy/DefaultWindDataset:getSeriesKey:(I)Ljava/lang/Comparable;,2,0.0,2.0,0.0
org/jfree/chart/plot/PiePlotState:getLatestAngle:()D,1,0.0,1.0,0.0
org/jfree/chart/plot/PiePlot:getLegendItems:()Lorg/jfree/chart/LegendItemCollection;,4,0.0,4.0,0.0
org/jfree/chart/plot/PiePlot:drawLeftLabel:(Ljava/awt/Graphics2D;Lorg/jfree/chart/plot/PiePlotState;Lorg/jfree/chart/plot/PieLabelRecord;)V,2,0.0,2.0,0.0
org/jfree/chart/plot/PiePlot:drawRightLabel:(Ljava/awt/Graphics2D;Lorg/jfree/chart/plot/PiePlotState;Lorg/jfree/chart/plot/PieLabelRecord;)V,2,0.0,2.0,0.0
org/jfree/chart/plot/PiePlot:lookupSectionPaint:(Ljava/lang/Comparable;Lorg/jfree/chart/plot/PiePlotState;)Ljava/awt/Paint;,1,0.0,1.0,0.0
org/jfree/chart/plot/PiePlot:getSectionOutlinePaint:()Ljava/awt/Paint;,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:getSectionOutlineStroke:()Ljava/awt/Stroke;,3,0.0,3.0,0.0
org/jfree/data/DefaultKeyedValues:getKeys:()Ljava/util/List;,6,0.0,6.0,0.0
org/jfree/data/general/DefaultPieDataset:getItemCount:()I,12,0.0,12.0,0.0
org/jfree/data/general/DefaultPieDataset:getKeys:()Ljava/util/List;,5,0.0,5.0,0.0
org/jfree/data/general/DefaultPieDataset:getKey:(I)Ljava/lang/Comparable;,5,0.0,5.0,0.0
org/jfree/data/general/DefaultPieDataset:getValue:(I)Ljava/lang/Number;,4,0.0,4.0,0.0
org/jfree/data/general/DefaultPieDataset:getValue:(Ljava/lang/Comparable;)Ljava/lang/Number;,5,0.0,5.0,0.0
org/jfree/data/general/DefaultPieDataset:setValue:(Ljava/lang/Comparable;D)V,9,0.0,9.0,0.0
org/jfree/data/general/DatasetUtilities:calculatePieDatasetTotal:(Lorg/jfree/data/general/PieDataset;)D,5,0.0,5.0,0.0
org/jfree/data/general/DatasetUtilities:isEmptyOrNull:(Lorg/jfree/data/general/PieDataset;)Z,3,0.0,3.0,0.0
org/jfree/chart/plot/AbstractPieLabelDistributor:getPieLabelRecord:(I)Lorg/jfree/chart/plot/PieLabelRecord;,2,0.0,2.0,0.0
org/jfree/chart/plot/AbstractPieLabelDistributor:addPieLabelRecord:(Lorg/jfree/chart/plot/PieLabelRecord;)V,2,0.0,2.0,0.0
org/jfree/chart/plot/AbstractPieLabelDistributor:getItemCount:()I,2,0.0,2.0,0.0
org/jfree/chart/plot/AbstractPieLabelDistributor:clear:()V,2,0.0,2.0,0.0
org/jfree/chart/plot/PieLabelDistributor:distributeLabels:(DD)V,2,0.0,2.0,0.0
org/jfree/chart/plot/PieLabelDistributor:isOverlap:()Z,2,0.0,2.0,0.0
org/jfree/chart/plot/PieLabelDistributor:sort:()V,2,0.0,2.0,0.0
org/jfree/chart/labels/StandardPieSectionLabelGenerator:generateSectionLabel:(Lorg/jfree/data/general/PieDataset;Ljava/lang/Comparable;)Ljava/lang/String;,3,0.0,3.0,0.0
org/jfree/chart/labels/AbstractPieItemLabelGenerator:createItemArray:(Lorg/jfree/data/general/PieDataset;Ljava/lang/Comparable;)[Ljava/lang/Object;,3,0.0,3.0,0.0
org/jfree/chart/labels/AbstractPieItemLabelGenerator:generateSectionLabel:(Lorg/jfree/data/general/PieDataset;Ljava/lang/Comparable;)Ljava/lang/String;,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlotState:<init>:(Lorg/jfree/chart/plot/PlotRenderingInfo;)V,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlotState:getPassesRequired:()I,1,0.0,1.0,0.0
org/jfree/chart/plot/PiePlotState:setPassesRequired:(I)V,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlotState:getTotal:()D,1,0.0,1.0,0.0
org/jfree/chart/plot/PiePlotState:setTotal:(D)V,2,0.0,2.0,0.0
org/jfree/chart/plot/PiePlot:getArcBounds:(Ljava/awt/geom/Rectangle2D;Ljava/awt/geom/Rectangle2D;DDD)Ljava/awt/geom/Rectangle2D;,1,0.0,1.0,0.0
org/jfree/chart/plot/PiePlot:drawRightLabels:(Lorg/jfree/data/KeyedValues;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/awt/geom/Rectangle2D;FLorg/jfree/chart/plot/PiePlotState;)V,2,0.0,2.0,0.0
org/jfree/chart/title/CompositeTitle:setBackgroundPaint:(Ljava/awt/Paint;)V,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:drawLeftLabels:(Lorg/jfree/data/KeyedValues;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/awt/geom/Rectangle2D;FLorg/jfree/chart/plot/PiePlotState;)V,2,0.0,2.0,0.0
org/jfree/chart/title/CompositeTitle:writeObject:(Ljava/io/ObjectOutputStream;)V,1,0.0,1.0,0.0
org/jfree/chart/title/CompositeTitle:readObject:(Ljava/io/ObjectInputStream;)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYDotRenderer:readObject:(Ljava/io/ObjectInputStream;)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYDotRenderer:writeObject:(Ljava/io/ObjectOutputStream;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/Plot:drawBackground:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V,5,0.0,5.0,0.0
org/jfree/chart/plot/Plot:fillBackground:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V,5,0.0,5.0,0.0
org/jfree/chart/plot/PiePlot:getDataset:()Lorg/jfree/data/general/PieDataset;,6,0.0,6.0,0.0
org/jfree/chart/plot/PiePlot:getStartAngle:()D,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:getInteriorGap:()D,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:lookupSectionPaint:(Ljava/lang/Comparable;Z)Ljava/awt/Paint;,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:getSectionPaint:()Ljava/awt/Paint;,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:getSectionKey:(I)Ljava/lang/Comparable;,2,0.0,2.0,0.0
org/jfree/chart/plot/PiePlot:lookupSectionOutlinePaint:(Ljava/lang/Comparable;)Ljava/awt/Paint;,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:lookupSectionOutlinePaint:(Ljava/lang/Comparable;Z)Ljava/awt/Paint;,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:lookupSectionOutlineStroke:(Ljava/lang/Comparable;)Ljava/awt/Stroke;,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:lookupSectionOutlineStroke:(Ljava/lang/Comparable;Z)Ljava/awt/Stroke;,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:getExplodePercent:(Ljava/lang/Comparable;)D,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:getMaximumExplodePercent:()D,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:getLabelLinkStyle:()Lorg/jfree/chart/plot/PieLabelLinkStyle;,2,0.0,2.0,0.0
org/jfree/chart/plot/PiePlot:getLabelLinkDepth:()D,2,0.0,2.0,0.0
org/jfree/chart/plot/PiePlot:getLabelFont:()Ljava/awt/Font;,2,0.0,2.0,0.0
org/jfree/chart/plot/PiePlot:getMinimumArcAngleToDraw:()D,2,0.0,2.0,0.0
org/jfree/chart/plot/PiePlot:getLegendItemShape:()Ljava/awt/Shape;,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:setLegendLabelGenerator:(Lorg/jfree/chart/labels/PieSectionLabelGenerator;)V,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:initialise:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlot;Ljava/lang/Integer;Lorg/jfree/chart/plot/PlotRenderingInfo;)Lorg/jfree/chart/plot/PiePlotState;,3,0.0,3.0,0.0
org/jfree/chart/plot/PiePlot:draw:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/awt/geom/Point2D;Lorg/jfree/chart/plot/PlotState;Lorg/jfree/chart/plot/PlotRenderingInfo;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/PiePlot:drawPie:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PlotRenderingInfo;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/PiePlot:drawItem:(Ljava/awt/Graphics2D;ILjava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlotState;I)V,1,0.0,1.0,0.0
org/jfree/chart/plot/PiePlot:drawLabels:(Ljava/awt/Graphics2D;Ljava/util/List;DLjava/awt/geom/Rectangle2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlotState;)V,2,0.0,2.0,0.0
org/jfree/chart/axis/PeriodAxis:autoAdjustRange:()V,7,0.0,7.0,0.0
org/jfree/chart/axis/PeriodAxis:writeObject:(Ljava/io/ObjectOutputStream;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/XYPlot:setDomainAxisLocation:(Lorg/jfree/chart/axis/AxisLocation;)V,2,0.0,2.0,0.0
org/jfree/chart/needle/PlumNeedle:clone:()Ljava/lang/Object;,1,0.0,1.0,0.0
org/jfree/chart/renderer/category/BoxAndWhiskerRenderer:setFillBox:(Z)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/category/BoxAndWhiskerRenderer:setItemMargin:(D)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/category/BoxAndWhiskerRenderer:setMaximumBarWidth:(D)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/category/BoxAndWhiskerRenderer:setMeanVisible:(Z)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/category/BoxAndWhiskerRenderer:setMedianVisible:(Z)V,1,0.0,1.0,0.0
org/jfree/chart/plot/XYPlot:getWeight:()I,2,0.0,2.0,0.0
org/jfree/chart/plot/XYPlot:setFixedDomainAxisSpace:(Lorg/jfree/chart/axis/AxisSpace;Z)V,1,0.0,1.0,0.0
org/jfree/chart/plot/XYPlot:getFixedRangeAxisSpace:()Lorg/jfree/chart/axis/AxisSpace;,1,0.0,1.0,0.0
org/jfree/chart/plot/XYPlot:getFixedLegendItems:()Lorg/jfree/chart/LegendItemCollection;,2,0.0,2.0,0.0
org/jfree/chart/renderer/xy/StandardXYItemRenderer:getBaseShapesVisible:()Z,2,0.0,2.0,0.0
org/jfree/chart/renderer/xy/StandardXYItemRenderer:getPlotLines:()Z,2,0.0,2.0,0.0
org/jfree/chart/renderer/xy/StandardXYItemRenderer:getPlotImages:()Z,2,0.0,2.0,0.0
org/jfree/chart/renderer/xy/StandardXYItemRenderer:getPlotDiscontinuous:()Z,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/StandardXYItemRenderer:initialise:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/XYPlot;Lorg/jfree/data/xy/XYDataset;Lorg/jfree/chart/plot/PlotRenderingInfo;)Lorg/jfree/chart/renderer/xy/XYItemRendererState;,2,0.0,2.0,0.0
org/jfree/chart/renderer/xy/StandardXYItemRenderer:drawItem:(Ljava/awt/Graphics2D;Lorg/jfree/chart/renderer/xy/XYItemRendererState;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PlotRenderingInfo;Lorg/jfree/chart/plot/XYPlot;Lorg/jfree/chart/axis/ValueAxis;Lorg/jfree/chart/axis/ValueAxis;Lorg/jfree/data/xy/XYDataset;IILorg/jfree/chart/plot/CrosshairState;I)V,2,0.0,2.0,0.0
org/jfree/chart/plot/CombinedRangeXYPlot:getSubplots:()Ljava/util/List;,2,0.0,2.0,0.0
org/jfree/chart/plot/CombinedRangeXYPlot:calculateAxisSpace:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)Lorg/jfree/chart/axis/AxisSpace;,1,0.0,1.0,0.0
org/jfree/chart/plot/CombinedRangeXYPlot:draw:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/awt/geom/Point2D;Lorg/jfree/chart/plot/PlotState;Lorg/jfree/chart/plot/PlotRenderingInfo;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/CombinedRangeXYPlot:getLegendItems:()Lorg/jfree/chart/LegendItemCollection;,1,0.0,1.0,0.0
org/jfree/chart/plot/CombinedRangeXYPlot:setFixedDomainAxisSpaceForSubplots:(Lorg/jfree/chart/axis/AxisSpace;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/CombinedRangeXYPlot:plotChanged:(Lorg/jfree/chart/event/PlotChangeEvent;)V,1,0.0,1.0,0.0
org/jfree/chart/axis/AxisSpace:getTop:()D,2,0.0,2.0,0.0
org/jfree/chart/axis/AxisSpace:getBottom:()D,2,0.0,2.0,0.0
org/jfree/chart/axis/AxisSpace:ensureAtLeast:(DLorg/jfree/ui/RectangleEdge;)V,2,0.0,2.0,0.0
org/jfree/chart/renderer/xy/StandardXYItemRenderer$State:<init>:(Lorg/jfree/chart/plot/PlotRenderingInfo;)V,2,0.0,2.0,0.0
org/jfree/chart/renderer/xy/StandardXYItemRenderer$State:access$002:(Lorg/jfree/chart/renderer/xy/StandardXYItemRenderer$State;I)I,2,0.0,2.0,0.0
org/jfree/chart/annotations/XYTextAnnotation:getText:()Ljava/lang/String;,1,0.0,1.0,0.0
org/jfree/chart/annotations/XYTextAnnotation:getFont:()Ljava/awt/Font;,1,0.0,1.0,0.0
org/jfree/chart/annotations/XYTextAnnotation:getPaint:()Ljava/awt/Paint;,1,0.0,1.0,0.0
org/jfree/chart/renderer/category/BoxAndWhiskerRenderer:getFillBox:()Z,1,0.0,1.0,0.0
org/jfree/chart/renderer/category/BoxAndWhiskerRenderer:setArtifactPaint:(Ljava/awt/Paint;)V,1,0.0,1.0,0.0
org/jfree/chart/urls/StandardCategoryURLGenerator:<init>:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,1,0.0,1.0,0.0
org/jfree/chart/ChartRenderingInfo:clone:()Ljava/lang/Object;,1,0.0,1.0,0.0
org/jfree/data/xy/XYSeriesCollection:indexOf:(Lorg/jfree/data/xy/XYSeries;)I,1,0.0,1.0,0.0
org/jfree/data/time/TimeSeries:delete:(Lorg/jfree/data/time/RegularTimePeriod;)V,2,0.0,2.0,0.0
org/jfree/data/statistics/HistogramDataset:getSeriesCount:()I,1,0.0,1.0,0.0
org/jfree/data/statistics/HistogramDataset:clone:()Ljava/lang/Object;,1,0.0,1.0,0.0
org/jfree/chart/title/LegendGraphic:hashCode:()I,1,0.0,1.0,0.0
org/jfree/chart/plot/MeterInterval:writeObject:(Ljava/io/ObjectOutputStream;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/MeterInterval:readObject:(Ljava/io/ObjectInputStream;)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/category/LineRenderer3D:setXOffset:(D)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/category/LineRenderer3D:setYOffset:(D)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYBarRenderer:<clinit>:()V,1,0.0,1.0,0.0
org/jfree/chart/block/AbstractBlock:setBorder:(Lorg/jfree/chart/block/BlockBorder;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/dial/DialBackground:hashCode:()I,1,0.0,1.0,0.0
org/jfree/chart/ChartRenderingInfo:getChartArea:()Ljava/awt/geom/Rectangle2D;,1,0.0,1.0,0.0
org/jfree/data/function/NormalDistributionFunction2D:hashCode:()I,1,0.0,1.0,0.0
org/jfree/data/statistics/DefaultMultiValueCategoryDataset:getRowKey:(I)Ljava/lang/Comparable;,1,0.0,1.0,0.0
org/jfree/data/xy/MatrixSeries:getItemRow:(I)I,2,0.0,2.0,0.0
org/jfree/chart/JFreeChart:getSubtitles:()Ljava/util/List;,1,0.0,1.0,0.0
org/jfree/data/category/DefaultIntervalCategoryDataset:getRowKeys:()Ljava/util/List;,1,0.0,1.0,0.0
org/jfree/chart/renderer/category/ScatterRenderer:setUseSeriesOffset:(Z)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/category/ScatterRenderer:setDrawOutlines:(Z)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/category/ScatterRenderer:setUseOutlinePaint:(Z)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/category/ScatterRenderer:setUseFillPaint:(Z)V,1,0.0,1.0,0.0
org/jfree/data/time/TimeSeries:getDataItem:(I)Lorg/jfree/data/time/TimeSeriesDataItem;,3,0.0,3.0,0.0
org/jfree/data/xy/DefaultXYZDataset:getItemCount:(I)I,1,0.0,1.0,0.0
org/jfree/data/xy/DefaultXYZDataset:getXValue:(II)D,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYBubbleRenderer:getLegendItem:(II)Lorg/jfree/chart/LegendItem;,1,0.0,1.0,0.0
org/jfree/data/time/ohlc/OHLCSeriesCollection:clone:()Ljava/lang/Object;,1,0.0,1.0,0.0
org/jfree/chart/renderer/category/ScatterRenderer:findRangeBounds:(Lorg/jfree/data/category/CategoryDataset;)Lorg/jfree/data/Range;,1,0.0,1.0,0.0
org/jfree/chart/annotations/XYTextAnnotation:getTextAnchor:()Lorg/jfree/ui/TextAnchor;,1,0.0,1.0,0.0
org/jfree/chart/annotations/XYTextAnnotation:getRotationAnchor:()Lorg/jfree/ui/TextAnchor;,1,0.0,1.0,0.0
org/jfree/chart/annotations/XYTextAnnotation:getRotationAngle:()D,1,0.0,1.0,0.0
org/jfree/chart/plot/PiePlot:getBaseSectionPaint:()Ljava/awt/Paint;,1,0.0,1.0,0.0
org/jfree/chart/annotations/XYShapeAnnotation:writeObject:(Ljava/io/ObjectOutputStream;)V,1,0.0,1.0,0.0
org/jfree/chart/annotations/XYShapeAnnotation:readObject:(Ljava/io/ObjectInputStream;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/MeterPlot:<init>:()V,2,0.0,2.0,0.0
org/jfree/chart/plot/MeterPlot:getTickLabelFormat:()Ljava/text/NumberFormat;,1,0.0,1.0,0.0
org/jfree/chart/plot/MeterPlot:clone:()Ljava/lang/Object;,1,0.0,1.0,0.0
org/jfree/data/xy/DefaultXYDataset:clone:()Ljava/lang/Object;,2,0.0,2.0,0.0
org/jfree/data/xy/XYBarDataset:getUnderlyingDataset:()Lorg/jfree/data/xy/XYDataset;,1,0.0,1.0,0.0
org/jfree/data/xy/XYBarDataset:datasetChanged:(Lorg/jfree/data/general/DatasetChangeEvent;)V,1,0.0,1.0,0.0
org/jfree/data/xy/XYBarDataset:clone:()Ljava/lang/Object;,1,0.0,1.0,0.0
org/jfree/chart/plot/CombinedRangeCategoryPlot:clone:()Ljava/lang/Object;,1,0.0,1.0,0.0
org/jfree/data/xy/DefaultTableXYDataset:setAutoWidth:(Z)V,1,0.0,1.0,0.0
org/jfree/data/gantt/TaskSeriesCollection:getValue:(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number;,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYErrorRenderer:findDomainBounds:(Lorg/jfree/data/xy/XYDataset;)Lorg/jfree/data/Range;,1,0.0,1.0,0.0
org/jfree/chart/annotations/XYTitleAnnotation:hashCode:()I,1,0.0,1.0,0.0
org/jfree/chart/annotations/CategoryTextAnnotation:hashCode:()I,2,0.0,2.0,0.0
org/jfree/data/time/TimeSeriesCollection:indexOf:(Lorg/jfree/data/time/TimeSeries;)I,1,0.0,1.0,0.0
org/jfree/data/xy/XYSeriesCollection:getRangeUpperBound:(Z)D,2,0.0,2.0,0.0
org/jfree/data/general/DatasetUtilities:findMaximumRangeValue:(Lorg/jfree/data/xy/XYDataset;)Ljava/lang/Number;,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/DeviationRenderer:setAlpha:(F)V,1,0.0,1.0,0.0
org/jfree/chart/plot/CombinedRangeXYPlot:<init>:()V,1,0.0,1.0,0.0
org/jfree/chart/plot/CombinedRangeXYPlot:add:(Lorg/jfree/chart/plot/XYPlot;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/CombinedRangeXYPlot:remove:(Lorg/jfree/chart/plot/XYPlot;)V,1,0.0,1.0,0.0
org/jfree/chart/axis/PeriodAxisLabelInfo:hashCode:()I,1,0.0,1.0,0.0
org/jfree/data/time/Millisecond:hashCode:()I,1,0.0,1.0,0.0
org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset:getSeriesCount:()I,3,0.0,3.0,0.0
org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset:getItemCount:(I)I,3,0.0,3.0,0.0
org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset:getSeriesKey:(I)Ljava/lang/Comparable;,2,0.0,2.0,0.0
org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset:getX:(II)Ljava/lang/Number;,2,0.0,2.0,0.0
org/jfree/chart/renderer/category/LevelRenderer:hashCode:()I,1,0.0,1.0,0.0
org/jfree/chart/annotations/TextAnnotation:hashCode:()I,2,0.0,2.0,0.0
org/jfree/chart/annotations/XYTextAnnotation:draw:(Ljava/awt/Graphics2D;Lorg/jfree/chart/plot/XYPlot;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/axis/ValueAxis;Lorg/jfree/chart/axis/ValueAxis;ILorg/jfree/chart/plot/PlotRenderingInfo;)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYShapeRenderer:setGuideLinePaint:(Ljava/awt/Paint;)V,1,0.0,1.0,0.0
org/jfree/chart/annotations/AbstractXYAnnotation:getToolTipText:()Ljava/lang/String;,1,0.0,1.0,0.0
org/jfree/chart/annotations/AbstractXYAnnotation:getURL:()Ljava/lang/String;,1,0.0,1.0,0.0
org/jfree/chart/renderer/AbstractRenderer:getAutoPopulateSeriesFillPaint:()Z,1,0.0,1.0,0.0
org/jfree/chart/renderer/AbstractRenderer:getAutoPopulateSeriesOutlinePaint:()Z,1,0.0,1.0,0.0
org/jfree/chart/renderer/AbstractRenderer:getAutoPopulateSeriesOutlineStroke:()Z,1,0.0,1.0,0.0
org/jfree/chart/renderer/AbstractRenderer:getAutoPopulateSeriesShape:()Z,1,0.0,1.0,0.0
org/jfree/chart/renderer/AbstractRenderer:setAutoPopulateSeriesShape:(Z)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYShapeRenderer:<init>:()V,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYShapeRenderer:setPaintScale:(Lorg/jfree/chart/renderer/PaintScale;)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYShapeRenderer:setDrawOutlines:(Z)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYShapeRenderer:setUseFillPaint:(Z)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYShapeRenderer:setUseOutlinePaint:(Z)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYShapeRenderer:setGuideLinesVisible:(Z)V,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYShapeRenderer:equals:(Ljava/lang/Object;)Z,1,0.0,1.0,0.0
org/jfree/chart/plot/dial/DialBackground:clone:()Ljava/lang/Object;,1,0.0,1.0,0.0
org/jfree/chart/ChartPanel:addChartMouseListener:(Lorg/jfree/chart/ChartMouseListener;)V,1,0.0,1.0,0.0
org/jfree/chart/ChartPanel:removeChartMouseListener:(Lorg/jfree/chart/ChartMouseListener;)V,1,0.0,1.0,0.0
org/jfree/chart/ChartPanel:getListeners:(Ljava/lang/Class;)[Ljava/util/EventListener;,1,0.0,1.0,0.0
org/jfree/data/xy/CategoryTableXYDataset:setIntervalWidth:(D)V,1,0.0,1.0,0.0
org/jfree/data/xy/XYSeriesCollection:getStartY:(II)Ljava/lang/Number;,3,0.0,3.0,0.0
org/jfree/data/xy/XYSeriesCollection:getEndY:(II)Ljava/lang/Number;,3,0.0,3.0,0.0
org/jfree/chart/plot/dial/DialTextAnnotation:hashCode:()I,1,0.0,1.0,0.0
org/jfree/chart/renderer/xy/XYAreaRenderer2:setLegendArea:(Ljava/awt/Shape;)V,2,0.0,2.0,0.0
org/jfree/chart/renderer/xy/XYAreaRenderer2:clone:()Ljava/lang/Object;,2,0.0,2.0,0.0
org/jfree/chart/annotations/XYPolygonAnnotation:writeObject:(Ljava/io/ObjectOutputStream;)V,1,0.0,1.0,0.0
org/jfree/chart/annotations/XYPolygonAnnotation:readObject:(Ljava/io/ObjectInputStream;)V,1,0.0,1.0,0.0
org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset:clone:()Ljava/lang/Object;,1,0.0,1.0,0.0
org/jfree/data/time/Week:getSerialIndex:()J,1,0.0,1.0,0.0
org/jfree/data/time/ohlc/OHLCSeriesCollection:setXPosition:(Lorg/jfree/data/time/TimePeriodAnchor;)V,1,0.0,1.0,0.0
org/jfree/chart/StandardChartTheme:setDrawingSupplier:(Lorg/jfree/chart/plot/DrawingSupplier;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/FastScatterPlot:drawDomainGridlines:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/util/List;)V,1,0.0,1.0,0.0
org/jfree/chart/StandardChartTheme:setGridBandAlternatePaint:(Ljava/awt/Paint;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/SpiderWebPlot:setSeriesOutlineStroke:(Ljava/awt/Stroke;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/SpiderWebPlot:setBaseSeriesOutlineStroke:(Ljava/awt/Stroke;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/SpiderWebPlot:setLabelFont:(Ljava/awt/Font;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/SpiderWebPlot:setLabelPaint:(Ljava/awt/Paint;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/SpiderWebPlot:setLabelGenerator:(Lorg/jfree/chart/labels/CategoryItemLabelGenerator;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/SpiderWebPlot:setToolTipGenerator:(Lorg/jfree/chart/labels/CategoryToolTipGenerator;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/SpiderWebPlot:setURLGenerator:(Lorg/jfree/chart/urls/CategoryURLGenerator;)V,1,0.0,1.0,0.0
org/jfree/chart/plot/MeterInterval:equals:(Ljava/lang/Object;)Z,4,0.0,4.0,0.0
org/jfree/chart/LegendItem:setFillPaint:(Ljava/awt/Paint;)V,1,0.0,1.0,0.0
org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset:getRangeLowerBound:(Z)D,1,0.0,1.0,0.0
org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset:getRangeUpperBound:(Z)D,1,0.0,1.0,0.0
org/jfree/chart/plot/dial/StandardDialScale:writeObject:(Ljava/io/ObjectOutputStream;)V,1,0.0,1.0,0.0
